,Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
35001,43922,10873,2,1490014800.0,,
35002,43923,10879,2,1490014800.0,,
35003,43924,10876,3,1490014800.0,,
35004,43925,5120,5,1490014800.0,15632.0,
35005,43927,10846,3,1490014800.0,,
35006,43930,10876,15,1490014800.0,,
35007,43931,10876,10,1490014800.0,,
35008,43932,10876,3,1490014800.0,,
35009,43933,748,2,1490014800.0,,
35010,43934,748,5,1490014800.0,15634.0,
35011,43936,10882,11,1490014800.0,,
35012,43937,10882,2,1490014800.0,,
35013,43938,1259,2,1490014800.0,,
35014,43939,10881,2,1490014800.0,,
35015,43940,10882,2,1490014800.0,,
35016,43941,10867,2,1490014800.0,,
35017,43942,10879,2,1490014800.0,,
35018,43943,748,5,1490014800.0,5456.0,
35019,43944,10884,16,1490101200.0,,
35020,43945,10887,2,1490101200.0,,
35021,43946,10887,5,1490101200.0,14171.0,
35022,43947,556,2,1490101200.0,,
35023,43948,46,5,1490101200.0,15641.0,
35024,43949,10883,15,1490101200.0,,
35025,43950,10881,15,1490101200.0,,
35026,43951,10886,15,1490101200.0,,
35027,43952,10888,15,1490101200.0,,
35028,43953,10883,16,1490101200.0,,
35029,43954,10883,2,1490101200.0,,
35030,43955,10887,2,1490101200.0,,
35031,43956,10890,2,1490101200.0,,
35032,43957,10886,3,1490101200.0,,
35033,43958,10892,2,1490101200.0,,
35034,43959,10885,2,1490101200.0,,
35035,43960,9576,2,1490101200.0,,
35036,43961,10893,2,1490101200.0,,
35037,43962,10895,2,1490101200.0,,
35038,43963,10893,2,1490101200.0,,
35039,43964,10888,2,1490101200.0,,
35040,43965,10887,2,1490101200.0,,
35041,43966,10885,2,1490101200.0,,
35042,43967,10884,2,1490101200.0,,
35043,43968,10883,2,1490101200.0,,
35044,43969,311,2,1490101200.0,,
35045,43970,306,2,1490101200.0,,
35046,43971,302,2,1490101200.0,,
35047,43972,298,2,1490101200.0,,
35048,43973,297,2,1490101200.0,,
35049,43974,296,2,1490101200.0,,
35050,43975,295,2,1490101200.0,,
35051,43976,285,2,1490101200.0,,
35052,43977,284,2,1490101200.0,,
35053,43978,283,2,1490101200.0,,
35054,43979,272,2,1490101200.0,,
35055,43980,271,2,1490101200.0,,
35056,43981,269,2,1490101200.0,,
35057,43982,266,2,1490101200.0,,
35058,43983,261,2,1490101200.0,,
35059,43984,259,2,1490101200.0,,
35060,43985,258,2,1490101200.0,,
35061,43986,254,2,1490101200.0,,
